authority_identifier,authority_name,county
pleasant-mound_twp_mn,Pleasant Mound,Blue Earth
pleasant-prairie_twp_mn,Pleasant Prairie,Martin
pleasant-valley_twp_mn,Pleasant Valley,Mower
pleasant-view_twp_mn,Pleasant View,Norman
pliny_twp_mn,Pliny,Aitkin
pohlitz_twp_mn,Pohlitz,Roseau
pokegama_twp_mn,Pokegama,Pine
polk-centre_twp_mn,Polk Centre,Pennington
polonia_twp_mn,Polonia,Roseau
pomme-de-terre_twp_mn,Pomme de Terre,Grant
pomroy/itasca_twp_mn,Pomroy,Itasca
pomroy/kanabec_twp_mn,Pomroy,Kanabec
ponto-lake_twp_mn,Ponto Lake,Cass
poplar_twp_mn,Poplar,Cass
poplar-grove_twp_mn,Poplar Grove,Roseau
poplar-river_twp_mn,Poplar River,Red Lake
popple_twp_mn,Popple,Clearwater
popple-grove_twp_mn,Popple Grove,Mahnomen
poppleton_twp_mn,Poppleton,Kittson
port-hope_twp_mn,Port Hope,Beltrami
portage_twp_mn,Portage,St. Louis
posen_twp_mn,Posen,Yellow Medicine
powers_twp_mn,Powers,Cass
prairie-lake_twp_mn,Prairie Lake,St. Louis
prairie-view_twp_mn,Prairie View,Wilkin
prairieville_twp_mn,Prairieville,Brown
preble_twp_mn,Preble,Fillmore
prescott_twp_mn,Prescott,Faribault
preston_twp_mn,Preston,Fillmore
preston-lake_twp_mn,Preston Lake,Renville
princeton_twp_mn,Princeton,Mille Lacs
prior_twp_mn,Prior,Big Stone
providence_twp_mn,Providence,Lac qui Parle
pulaski_twp_mn,Pulaski,Morrison
queen_twp_mn,Queen,Polk
quincy_twp_mn,Quincy,Olmsted
quiring_twp_mn,Quiring,Beltrami
rabbit-lake_twp_mn,Rabbit Lake,Crow Wing
racine_twp_mn,Racine,Mower
randolph_twp_mn,Randolph,Dakota
ransom_twp_mn,Ransom,Nobles
rapidan_twp_mn,Rapidan,Blue Earth
ravenna_twp_mn,Ravenna,Dakota
raymond_twp_mn,Raymond,Stearns
red-eye_twp_mn,Red Eye,Wadena
red-lake-falls_twp_mn,Red Lake Falls,Red Lake
red-rock_twp_mn,Red Rock,Mower
redpath_twp_mn,Redpath,Traverse
redwood-falls_twp_mn,Redwood Falls,Redwood
reine_twp_mn,Reine,Roseau
reiner_twp_mn,Reiner,Pennington
reis_twp_mn,Reis,Polk
remer_twp_mn,Remer,Cass
rendsville_twp_mn,Rendsville,Stevens
reno_twp_mn,Reno,Pope
reynolds_twp_mn,Reynolds,Todd
rheiderland_twp_mn,Rheiderland,Chippewa
rhinehart_twp_mn,Rhinehart,Polk
rice_twp_mn,Rice,Clearwater
rice-river_twp_mn,Rice River,Aitkin
riceland_twp_mn,Riceland,Freeborn
riceville_twp_mn,Riceville,Becker
rich-valley_twp_mn,Rich Valley,McLeod
richardson_twp_mn,Richardson,Morrison
richardville_twp_mn,Richardville,Kittson
richland_twp_mn,Richland,Rice
richmond_twp_mn,Richmond,Winona
richwood_twp_mn,Richwood,Becker
ridgely_twp_mn,Ridgely,Nicollet
ripley/dodge_twp_mn,Ripley,Dodge
ripley/morrison_twp_mn,Ripley,Morrison
river_twp_mn,River,Red Lake
river-falls_twp_mn,River Falls,Pennington
riverdale_twp_mn,Riverdale,Watonwan
riverside_twp_mn,Riverside,Lac qui Parle
riverton_twp_mn,Riverton,Clay
roberts_twp_mn,Roberts,Wilkin
rochester_twp_mn,Rochester,Olmsted
rock_twp_mn,Rock,Pipestone
rock-dell_twp_mn,Rock Dell,Olmsted
rock-lake_twp_mn,Rock Lake,Lyon
rockford_twp_mn,Rockford,Wright
rocksbury_twp_mn,Rocksbury,Pennington
rockwell_twp_mn,Rockwell,Norman
rockwood/hubbard_twp_mn,Rockwood,Hubbard
rockwood/wadena_twp_mn,Rockwood,Wadena
rogers_twp_mn,Rogers,Cass
rolling-forks_twp_mn,Rolling Forks,Pope
rolling-green_twp_mn,Rolling Green,Martin
rollingstone_twp_mn,Rollingstone,Winona
rollis_twp_mn,Rollis,Marshall
rome_twp_mn,Rome,Faribault
roome_twp_mn,Roome,Polk
roosevelt/beltrami_twp_mn,Roosevelt,Beltrami
roosevelt/crow-wing_twp_mn,Roosevelt,Crow Wing
roscoe_twp_mn,Roscoe,Goodhue
rose-dell_twp_mn,Rose Dell,Rock
rose-hill_twp_mn,Rose Hill,Cottonwood
rosebud_twp_mn,Rosebud,Polk
rosedale_twp_mn,Rosedale,Mahnomen
roseland_twp_mn,Roseland,Kandiyohi
rosendale_twp_mn,Rosendale,Watonwan
roseville/grant_twp_mn,Roseville,Grant
roseville/kandiyohi_twp_mn,Roseville,Kandiyohi
rosewood_twp_mn,Rosewood,Chippewa
rosing_twp_mn,Rosing,Morrison
ross_twp_mn,Ross,Roseau
ross-lake_twp_mn,Ross Lake,Crow Wing
rost_twp_mn,Rost,Jackson
round-grove_twp_mn,Round Grove,McLeod
round-lake/becker_twp_mn,Round Lake,Becker
round-lake/jackson_twp_mn,Round Lake,Jackson
round-prairie_twp_mn,Round Prairie,Todd
royal_twp_mn,Royal,Lincoln
royalton_twp_mn,Royalton,Pine
runeberg_twp_mn,Runeberg,Becker
rush-lake_twp_mn,Rush Lake,Otter Tail
rushseba_twp_mn,Rushseba,Chisago
russia_twp_mn,Russia,Polk
rutland_twp_mn,Rutland,Martin
sacred-heart_twp_mn,Sacred Heart,Renville
sago_twp_mn,Sago,Itasca
saint-charles_twp_mn,Saint Charles,Winona
saint-george_twp_mn,Saint George,Benton
saint-james_twp_mn,Saint James,Watonwan
saint-johns_twp_mn,Saint Johns,Kandiyohi
saint-joseph/kittson_twp_mn,Saint Joseph,Kittson
saint-joseph/stearns_twp_mn,Saint Joseph,Stearns
saint-lawrence_twp_mn,Saint Lawrence,Scott
saint-martin_twp_mn,Saint Martin,Stearns
saint-mary_twp_mn,Saint Mary,Waseca
saint-mathias_twp_mn,Saint Mathias,Crow Wing
saint-olaf_twp_mn,Saint Olaf,Otter Tail
saint-vincent_twp_mn,Saint Vincent,Kittson
saint-wendel_twp_mn,Saint Wendel,Stearns
salem/cass_twp_mn,Salem,Cass
salem/olmsted_twp_mn,Salem,Olmsted
salo_twp_mn,Salo,Aitkin
san-francisco_twp_mn,San Francisco,Carver
sand-creek_twp_mn,Sand Creek,Scott
sand-lake_twp_mn,Sand Lake,Itasca
sanders_twp_mn,Sanders,Pennington
sandnes_twp_mn,Sandnes,Yellow Medicine
sandstone_twp_mn,Sandstone,Pine
sandsville_twp_mn,Sandsville,Polk
sandy_twp_mn,Sandy,St. Louis
sanford_twp_mn,Sanford,Grant
santiago_twp_mn,Santiago,Sherburne
saratoga_twp_mn,Saratoga,Winona
sargeant_twp_mn,Sargeant,Mower
sauk-centre_twp_mn,Sauk Centre,Stearns
sauk-rapids_twp_mn,Sauk Rapids,Benton
savannah_twp_mn,Savannah,Becker
scambler_twp_mn,Scambler,Otter Tail
scandia_twp_mn,Scandia,Polk
scandia-valley_twp_mn,Scandia Valley,Morrison
schoolcraft_twp_mn,Schoolcraft,Hubbard
schroeder_twp_mn,Schroeder,Cook
sciota_twp_mn,Sciota,Dakota
scott_twp_mn,Scott,Stevens
seavey_twp_mn,Seavey,Aitkin
seely_twp_mn,Seely,Faribault
selma_twp_mn,Selma,Cottonwood
severance_twp_mn,Severance,Sibley
seward_twp_mn,Seward,Nobles
shafer_twp_mn,Shafer,Chisago
shamrock_twp_mn,Shamrock,Aitkin
shaokatan_twp_mn,Shaokatan,Lincoln
sharon_twp_mn,Sharon,Le Sueur
shelburne_twp_mn,Shelburne,Lyon
shelby_twp_mn,Shelby,Blue Earth
sheldon_twp_mn,Sheldon,Houston
shell-lake_twp_mn,Shell Lake,Becker
shell-river_twp_mn,Shell River,Wadena
shell-rock_twp_mn,Shell Rock,Freeborn
shelly_twp_mn,Shelly,Norman
sheridan_twp_mn,Sheridan,Redwood
sherman_twp_mn,Sherman,Redwood
shetek_twp_mn,Shetek,Murray
shevlin_twp_mn,Shevlin,Clearwater
shible_twp_mn,Shible,Swift
shieldsville_twp_mn,Shieldsville,Rice
shingobee_twp_mn,Shingobee,Cass
shooks_twp_mn,Shooks,Beltrami
shotley_twp_mn,Shotley,Beltrami
sibley_twp_mn,Sibley,Sibley
sigel_twp_mn,Sigel,Brown
silver_twp_mn,Silver,Carlton
silver-brook_twp_mn,Silver Brook,Carlton
silver-creek/lake_twp_mn,Silver Creek,Lake
silver-creek/wright_twp_mn,Silver Creek,Wright
silver-lake_twp_mn,Silver Lake,Martin
silver-leaf_twp_mn,Silver Leaf,Becker
silverton_twp_mn,Silverton,Pennington
sinclair_twp_mn,Sinclair,Clearwater
sinnott_twp_mn,Sinnott,Marshall
sioux-agency_twp_mn,Sioux Agency,Yellow Medicine
sioux-valley_twp_mn,Sioux Valley,Jackson
six-mile-grove_twp_mn,Six Mile Grove,Swift
skagen_twp_mn,Skagen,Roseau
skandia_twp_mn,Skandia,Murray
skane_twp_mn,Skane,Kittson
skelton_twp_mn,Skelton,Carlton
skree_twp_mn,Skree,Clay
slater_twp_mn,Slater,Cass
slayton_twp_mn,Slayton,Murray
sletten_twp_mn,Sletten,Polk
smiley_twp_mn,Smiley,Pennington
smoky-hollow_twp_mn,Smoky Hollow,Cass
sodus_twp_mn,Sodus,Lyon
solem_twp_mn,Solem,Douglas
soler_twp_mn,Soler,Roseau
solway_twp_mn,Solway,St. Louis
somerset_twp_mn,Somerset,Steele
south-bend_twp_mn,South Bend,Blue Earth
south-branch_twp_mn,South Branch,Watonwan
south-fork_twp_mn,South Fork,Kanabec
south-harbor_twp_mn,South Harbor,Mille Lacs
south-red-river_twp_mn,South Red River,Kittson
southbrook_twp_mn,Southbrook,Cottonwood
southside_twp_mn,Southside,Wright
spalding_twp_mn,Spalding,Aitkin
spang_twp_mn,Spang,Itasca
sparta_twp_mn,Sparta,Chippewa
spencer_twp_mn,Spencer,Aitkin
spencer-brook_twp_mn,Spencer Brook,Isanti
split-rock_twp_mn,Split Rock,Carlton
splithand_twp_mn,Splithand,Itasca
spring-brook_twp_mn,Spring Brook,Kittson
spring-creek/becker_twp_mn,Spring Creek,Becker
spring-creek/norman_twp_mn,Spring Creek,Norman
spring-grove_twp_mn,Spring Grove,Houston
spring-hill_twp_mn,Spring Hill,Stearns
spring-lake_twp_mn,Spring Lake,Scott
spring-prairie_twp_mn,Spring Prairie,Clay
spring-valley_twp_mn,Spring Valley,Fillmore
springdale_twp_mn,Springdale,Redwood
springfield_twp_mn,Springfield,Cottonwood
springvale_twp_mn,Springvale,Isanti
springwater_twp_mn,Springwater,Rock
spruce_twp_mn,Spruce,Roseau
spruce-grove/becker_twp_mn,Spruce Grove,Becker
spruce-grove/beltrami_twp_mn,Spruce Grove,Beltrami
spruce-hill_twp_mn,Spruce Hill,Douglas
spruce-valley_twp_mn,Spruce Valley,Marshall
stafford_twp_mn,Stafford,Roseau
stanchfield_twp_mn,Stanchfield,Isanti
stanford_twp_mn,Stanford,Isanti
stanley_twp_mn,Stanley,Lyon
stanton_twp_mn,Stanton,Goodhue
staples_twp_mn,Staples,Todd
star_twp_mn,Star,Pennington
star-lake_twp_mn,Star Lake,Otter Tail
stark_twp_mn,Stark,Brown
stately_twp_mn,Stately,Brown
steamboat-river_twp_mn,Steamboat River,Hubbard
steenerson_twp_mn,Steenerson,Beltrami
sterling_twp_mn,Sterling,Blue Earth
stevens_twp_mn,Stevens,Stevens
stillwater_twp_mn,Stillwater,Washington
stockholm_twp_mn,Stockholm,Wright
stokes/itasca_twp_mn,Stokes,Itasca
stokes/roseau_twp_mn,Stokes,Roseau
stoneham_twp_mn,Stoneham,Chippewa
stoney-brook_twp_mn,Stoney Brook,St. Louis
stony-brook_twp_mn,Stony Brook,Grant
stony-river_twp_mn,Stony River,Lake
stony-run_twp_mn,Stony Run,Yellow Medicine
storden_twp_mn,Storden,Cottonwood
stowe-prairie_twp_mn,Stowe Prairie,Todd
straight-river_twp_mn,Straight River,Hubbard
strand_twp_mn,Strand,Norman
sturgeon_twp_mn,Sturgeon,St. Louis
sturgeon-lake_twp_mn,Sturgeon Lake,Pine
sugar-bush/becker_twp_mn,Sugar Bush,Becker
sugar-bush/beltrami_twp_mn,Sugar Bush,Beltrami
sullivan_twp_mn,Sullivan,Polk
summit/beltrami_twp_mn,Summit,Beltrami
summit/steele_twp_mn,Summit,Steele
summit-lake_twp_mn,Summit Lake,Nobles
sumner_twp_mn,Sumner,Fillmore
sumter_twp_mn,Sumter,McLeod
sundal_twp_mn,Sundal,Norman
sundown_twp_mn,Sundown,Redwood
sunnyside_twp_mn,Sunnyside,Wilkin
sunrise_twp_mn,Sunrise,Chisago
svea_twp_mn,Svea,Kittson
sverdrup_twp_mn,Sverdrup,Otter Tail
swan-lake_twp_mn,Swan Lake,Stevens
swan-river_twp_mn,Swan River,Morrison
swanville_twp_mn,Swanville,Morrison
swede-grove_twp_mn,Swede Grove,Meeker
swede-prairie_twp_mn,Swede Prairie,Yellow Medicine
swedes-forest_twp_mn,Swedes Forest,Redwood
sweet_twp_mn,Sweet,Pipestone
swenoda_twp_mn,Swenoda,Swift
sylvan_twp_mn,Sylvan,Cass
synnes_twp_mn,Synnes,Stevens
tabor_twp_mn,Tabor,Polk
tamarac_twp_mn,Tamarac,Marshall
tanberg_twp_mn,Tanberg,Wilkin
tansem_twp_mn,Tansem,Clay
tara/swift_twp_mn,Tara,Swift
tara/traverse_twp_mn,Tara,Traverse
taylor/beltrami_twp_mn,Taylor,Beltrami
taylor/traverse_twp_mn,Taylor,Traverse
tegner_twp_mn,Tegner,Kittson
teien_twp_mn,Teien,Kittson
ten-lake_twp_mn,Ten Lake,Beltrami
ten-mile-lake_twp_mn,Ten Mile Lake,Lac qui Parle
tenhassen_twp_mn,Tenhassen,Martin
terrebonne_twp_mn,Terrebonne,Red Lake
thief-lake_twp_mn,Thief Lake,Marshall
third-river_twp_mn,Third River,Itasca
thomastown_twp_mn,Thomastown,Wadena
thompson_twp_mn,Thompson,Kittson
thomson_twp_mn,Thomson,Carlton
thorpe_twp_mn,Thorpe,Hubbard
three-lakes_twp_mn,Three Lakes,Redwood
thunder-lake_twp_mn,Thunder Lake,Cass
timothy_twp_mn,Timothy,Crow Wing
tintah_twp_mn,Tintah,Traverse
toad-lake_twp_mn,Toad Lake,Becker
todd_twp_mn,Todd,Hubbard
tofte_twp_mn,Tofte,Cook
toivola_twp_mn,Toivola,St. Louis
toqua_twp_mn,Toqua,Big Stone
tordenskjold_twp_mn,Tordenskjold,Otter Tail
torning_twp_mn,Torning,Swift
torrey_twp_mn,Torrey,Cass
transit_twp_mn,Transit,Sibley
traverse_twp_mn,Traverse,Nicollet
trelipe_twp_mn,Trelipe,Cass
trondhjem_twp_mn,Trondhjem,Otter Tail
trout-lake_twp_mn,Trout Lake,Itasca
troy/pipestone_twp_mn,Troy,Pipestone
troy/renville_twp_mn,Troy,Renville
tumuli_twp_mn,Tumuli,Otter Tail
tunsberg_twp_mn,Tunsberg,Chippewa
turner_twp_mn,Turner,Aitkin
turtle-creek_twp_mn,Turtle Creek,Todd
turtle-lake/beltrami_twp_mn,Turtle Lake,Beltrami
turtle-lake/cass_twp_mn,Turtle Lake,Cass
turtle-river_twp_mn,Turtle River,Beltrami
twin-lakes/carlton_twp_mn,Twin Lakes,Carlton
twin-lakes/mahnomen_twp_mn,Twin Lakes,Mahnomen
two-inlets_twp_mn,Two Inlets,Becker
two-rivers_twp_mn,Two Rivers,Morrison
tynsid_twp_mn,Tynsid,Polk
tyro_twp_mn,Tyro,Yellow Medicine
tyrone_twp_mn,Tyrone,Le Sueur
udolpho_twp_mn,Udolpho,Mower
ulen_twp_mn,Ulen,Clay
underwood_twp_mn,Underwood,Redwood
union_twp_mn,Union,Houston
union-grove_twp_mn,Union Grove,Meeker
urness_twp_mn,Urness,Douglas
utica_twp_mn,Utica,Winona
vail_twp_mn,Vail,Redwood
vallers_twp_mn,Vallers,Lyon
valley_twp_mn,Valley,Marshall
van-buren_twp_mn,Van Buren,St. Louis
vasa_twp_mn,Vasa,Goodhue
vega_twp_mn,Vega,Marshall
veldt_twp_mn,Veldt,Marshall
verdi_twp_mn,Verdi,Lincoln
verdon_twp_mn,Verdon,Aitkin
vermilion-lake_twp_mn,Vermilion Lake,St. Louis
vermillion_twp_mn,Vermillion,Dakota
vernon_twp_mn,Vernon,Dodge
vernon-center_twp_mn,Vernon Center,Blue Earth
verona_twp_mn,Verona,Faribault
vesta_twp_mn,Vesta,Redwood
victor_twp_mn,Victor,Wright
viding_twp_mn,Viding,Clay
vienna_twp_mn,Vienna,Rock
viking_twp_mn,Viking,Marshall
villard_twp_mn,Villard,Todd
vineland_twp_mn,Vineland,Polk
viola_twp_mn,Viola,Olmsted
vivian_twp_mn,Vivian,Waseca
waasa_twp_mn,Waasa,St. Louis
wabana_twp_mn,Wabana,Itasca
wabedo_twp_mn,Wabedo,Cass
waconia_twp_mn,Waconia,Carver
wacouta_twp_mn,Wacouta,Goodhue
wadena_twp_mn,Wadena,Wadena
wagner_twp_mn,Wagner,Aitkin
wakefield_twp_mn,Wakefield,Stearns
walcott_twp_mn,Walcott,Rice
walden/cass_twp_mn,Walden,Cass
walden/pope_twp_mn,Walden,Pope
walls_twp_mn,Walls,Traverse
walnut-lake_twp_mn,Walnut Lake,Faribault
walter_twp_mn,Walter,Lac qui Parle
waltham_twp_mn,Waltham,Mower
walworth_twp_mn,Walworth,Becker
wanamingo_twp_mn,Wanamingo,Goodhue
wang_twp_mn,Wang,Renville
wanger_twp_mn,Wanger,Marshall
ward_twp_mn,Ward,Todd
warren_twp_mn,Warren,Winona
warrenton_twp_mn,Warrenton,Marshall
warsaw/goodhue_twp_mn,Warsaw,Goodhue
warsaw/rice_twp_mn,Warsaw,Rice
washington_twp_mn,Washington,Le Sueur
washington-lake_twp_mn,Washington Lake,Sibley
wasioja_twp_mn,Wasioja,Dodge
waskish_twp_mn,Waskish,Beltrami
watab_twp_mn,Watab,Benton
waterbury_twp_mn,Waterbury,Redwood
waterford_twp_mn,Waterford,Dakota
watertown_twp_mn,Watertown,Carver
waterville_twp_mn,Waterville,Le Sueur
watopa_twp_mn,Watopa,Wabasha
waukenabo_twp_mn,Waukenabo,Aitkin
waukon_twp_mn,Waukon,Norman
waverly_twp_mn,Waverly,Martin
wawina_twp_mn,Wawina,Itasca
wealthwood_twp_mn,Wealthwood,Aitkin
webster_twp_mn,Webster,Rice
weimer_twp_mn,Weimer,Jackson
welch_twp_mn,Welch,Goodhue
wellington_twp_mn,Wellington,Renville
wells_twp_mn,Wells,Rice
wergeland_twp_mn,Wergeland,Yellow Medicine
west-albany_twp_mn,West Albany,Wabasha
west-bank_twp_mn,West Bank,Swift
west-heron-lake_twp_mn,West Heron Lake,Jackson
west-lakeland_twp_mn,West Lakeland,Washington
west-newton_twp_mn,West Newton,Nicollet
west-union_twp_mn,West Union,Todd
west-valley_twp_mn,West Valley,Marshall
westbrook_twp_mn,Westbrook,Cottonwood
westerheim_twp_mn,Westerheim,Lyon
western_twp_mn,Western,Otter Tail
westford_twp_mn,Westford,Martin
westline_twp_mn,Westline,Redwood
westport_twp_mn,Westport,Pope
westside_twp_mn,Westside,Nobles
wheatland_twp_mn,Wheatland,Rice
wheeling_twp_mn,Wheeling,Rice
white_twp_mn,White,St. Louis
white-bear_twp_mn,White Bear,Ramsey
white-bear-lake_twp_mn,White Bear Lake,Pope
white-earth_twp_mn,White Earth,Becker
white-oak_twp_mn,White Oak,Hubbard
white-pine_twp_mn,White Pine,Aitkin
whited_twp_mn,Whited,Kanabec
whitefield_twp_mn,Whitefield,Kandiyohi
whiteford_twp_mn,Whiteford,Marshall
whitewater_twp_mn,Whitewater,Winona
wild-rice_twp_mn,Wild Rice,Norman
wildwood_twp_mn,Wildwood,Itasca
wilkinson_twp_mn,Wilkinson,Cass
williams_twp_mn,Williams,Aitkin
willmar_twp_mn,Willmar,Kandiyohi
willow-lake_twp_mn,Willow Lake,Redwood
willow-valley_twp_mn,Willow Valley,St. Louis
wilma_twp_mn,Wilma,Pine
wilmington_twp_mn,Wilmington,Houston
wilmont_twp_mn,Wilmont,Nobles
wilson/cass_twp_mn,Wilson,Cass
wilson/winona_twp_mn,Wilson,Winona
wilton_twp_mn,Wilton,Waseca
winchester_twp_mn,Winchester,Norman
windemere_twp_mn,Windemere,Pine
windom_twp_mn,Windom,Mower
windsor_twp_mn,Windsor,Traverse
winfield_twp_mn,Winfield,Renville
wing-river_twp_mn,Wing River,Wadena
winger_twp_mn,Winger,Polk
winnebago_twp_mn,Winnebago,Houston
winnebago-city_twp_mn,Winnebago City,Faribault
winsor_twp_mn,Winsor,Clearwater
winsted_twp_mn,Winsted,McLeod
wirt_twp_mn,Wirt,Itasca
wisconsin_twp_mn,Wisconsin,Jackson
wiscoy_twp_mn,Wiscoy,Winona
wolf-lake_twp_mn,Wolf Lake,Becker
wolford_twp_mn,Wolford,Crow Wing
wolverton_twp_mn,Wolverton,Wilkin
wood-lake_twp_mn,Wood Lake,Yellow Medicine
woodland_twp_mn,Woodland,Wright
woodrow/beltrami_twp_mn,Woodrow,Beltrami
woodrow/cass_twp_mn,Woodrow,Cass
woods_twp_mn,Woods,Chippewa
woodside/otter-tail_twp_mn,Woodside,Otter Tail
woodside/polk_twp_mn,Woodside,Polk
woodville_twp_mn,Woodville,Waseca
workman_twp_mn,Workman,Aitkin
worthington_twp_mn,Worthington,Nobles
wrenshall_twp_mn,Wrenshall,Carlton
wright_twp_mn,Wright,Marshall
wuori_twp_mn,Wuori,St. Louis
wyandotte_twp_mn,Wyandotte,Pennington
wyanett_twp_mn,Wyanett,Isanti
wykeham_twp_mn,Wykeham,Todd
wylie_twp_mn,Wylie,Red Lake
yellow-bank_twp_mn,Yellow Bank,Lac qui Parle
york_twp_mn,York,Fillmore
young-america_twp_mn,Young America,Carver
yucatan_twp_mn,Yucatan,Houston
zion_twp_mn,Zion,Stearns
zumbro_twp_mn,Zumbro,Wabasha
zumbrota_twp_mn,Zumbrota,Goodhue
westfield_twp_mn,Westfield,Dodge
